Cislo zastavky;Zemepisna sirka;Zemepisna dlzka;Stat;Okres;Obec;Cast obce;Nazov zastavky
56209;0;0;SK;BY;Bytča;;Scheidt &  Bachmann
56215;49.1988647;18.8232812;SK;ZA;Mojš;;cintorín
56284;49.0994827;19.4165598;SK;RK;Ružomberok;Rybárpole;žel,st,
56303;49.3877588;19.4679376;SK;NO;Vavrečka;;Jednota
56305;0;0;SK;ZA;Varín;;OcÚ Farská ul,
56311;48.9528328;19.2615909;SK;RK;Liptovská Osada;;pekáreň
56330;0;0;SK;ZA;Žilina;;Rajecká Solinky 2
56352;49.081131;19.3025796;SK;RK;Ružomberok;;Mestský úrad
56354;49.0781345;19.3173109;SK;RK;Ružomberok;;Mondi
56355;49.074437;19.314325055162488;SK;RK;Ružomberok;;ZŠ Bystrická
56356;0;0;SK;RK;Ružomberok;;Roveň Kaufland
56357;49.0847726;19.2679113;SK;RK;Ružomberok;;Klačno
56359;49.0616346;19.3057154;SK;RK;Ružomberok;;Šoltésovej
56361;49.0872386;19.2961296;SK;RK;Ružomberok;;Ž,Silbigera
56362;49.2198584;18.544327037041597;SK;BY;Bytča;;Thurzove sady
56474;49.0555177;18.9142368;SK;MT;Martin;;Ul,Rupeldtova
56487;49.4076118;18.8412603;SK;CA;Krásno nad Kysucou;;zimný štadión
56488;0;0;SK;CA;Krásno nad Kysucou;;IBV Lúky
56502;0;0;SK;ZA;Žilina;;Vodné dielo Žilina 2
56503;0;0;SK;RK;Ružomberok;;Hrabovo dolné parkovisko
56504;49.0700927;19.2732015;SK;RK;Ružomberok;;Hrabovo konečná
56505;0;0;SK;RK;Ružomberok;;Detský domov 2
56524;0;0;SK;ZA;Gbeľany;;KB Components
56526;49.062453;18.9060439;SK;MT;Martin;;Bambusky
56527;49.0805647;18.9080561;SK;MT;Martin;Podháj;Ul,J,Goliana
56528;0;0;SK;MT;Martin;;Horné Záturčie Nový Martin
56529;49.0798671;18.9066245;SK;MT;Martin;Podháj;MŠ Ul,Bagarova
56530;49.0975127;18.9309645;SK;MT;Martin;;Ul,Lipová
56531;0;0;SK;MT;Martin;;Kol,Hviezda III,
56535;0;0;SK;MT;Martin;;Školská linka
56564;49.2081972;18.7134672;SK;ZA;Žilina;;Hájik Essenská
56565;0;0;SK;MT;Vrútky;;žel,st,
56569;0;0;SK;ZA;Ďurčiná;;nový cintorín
56571;49.22622895000001;18.720831306049558;SK;ZA;Žilina;;Sungwoo Hitech
56586;49.0738626;19.6663547;SK;LM;Liptovský Mikuláš;Stošice;Stošická
56589;49.0902387;19.2656807;SK;ZA;Žilina;Budatín;Pri Váhu
56627;49.038267899999994;18.928460780223418;SK;MT;Martin;;Múzeum slovenskej dediny
56636;49.114767;18.9275444;SK;MT;Vrútky;;Dielenská Kružná
56648;0;0;SK;KM;Snežnica;;transformátor
56649;49.2574933;18.7924331;SK;KM;Snežnica;;Hrby
56650;49.0383943;19.7345747;SK;LM;Liptovský Hrádok;;Nižné fabriky
57664;49.4283353;19.5408151;SK;NO;Bobrov;;Nová cesta
57666;49.1135657;18.9202537;SK;MT;Vrútky;;MsÚ
57667;49.0584153;19.9838948;SK;LM;Važec;;Vernárska
57687;0;0;SK;CA;Oščadnica;;Lalíky-Rieky
57695;0;0;SK;DK;Kraľovany;;OcÚ
